Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1704192491,15,GET,/task/B,0.200000,0.000000,89,89,93,93,93,93,93,93,93,93,93,4,0,47,68.79472499999918,45.769599999999855,93.10359999999918,240.0
1704192491,15,GET,/task/B/metrics,0.400000,0.000000,50,50,55,55,55,55,55,55,55,55,55,5,0,50,58.402539999997316,46.91429999999741,92.69019999999983,94.0
1704192491,15,GET,/task/B/preprocessing,0.100000,0.000000,91,91,91,91,91,91,91,91,91,91,91,1,0,90.93730000000022,90.93730000000022,90.93730000000022,90.93730000000022,108.0
1704192491,15,,Aggregated,2.900000,0.000000,51,55,86,91,95,97,120,120,120,120,120,45,0,52,64.39121777777714,42.20289999999949,119.79640000000202,133.0222222222222
1704192492,16,GET,/,0.100000,0.000000,42,42,42,42,42,42,42,42,42,42,42,1,0,42.20289999999949,42.20289999999949,42.20289999999949,42.20289999999949,274.0
1704192492,16,POST,/prediction_category,0.400000,0.000000,51,52,52,93,93,93,93,93,93,93,93,5,0,51,58.91243999999887,48.62089999999952,92.53220000000084,120.0
1704192492,16,POST,/prediction_sexism,0.900000,0.000000,55,57,86,86,88,91,91,91,91,91,91,14,0,55,67.80432857142925,46.895199999994475,119.79640000000202,93.92857142857143
1704192492,16,GET,/task,0.100000,0.000000,52,52,91,91,91,91,91,91,91,91,91,3,0,52,64.06486666666567,48.98269999999627,91.35810000000077,192.0
1704192492,16,GET,/task/A,0.100000,0.000000,48,49,49,95,95,95,95,95,95,95,95,6,0,48,61.7501833333319,46.57890000000009,95.03909999999749,168.0
1704192492,16,GET,/task/A/metrics,0.200000,0.000000,49,49,50,50,50,50,50,50,50,50,50,3,0,49,47.39000000000123,43.19399999999973,50.352400000001296,94.0
1704192492,16,GET,/task/A/preprocessing,0.400000,0.000000,88,88,95,95,97,97,97,97,97,97,97,6,0,50,71.22293333333236,48.782899999999074,97.11039999999826,109.0
1704192492,16,GET,/task/B,0.200000,0.000000,47,47,93,93,93,93,93,93,93,93,93,5,0,47,64.5337199999993,45.769599999999855,93.10359999999918,240.0
1704192492,16,GET,/task/B/metrics,0.500000,0.000000,50,50,55,55,55,55,55,55,55,55,55,5,0,50,58.402539999997316,46.91429999999741,92.69019999999983,94.0
1704192492,16,GET,/task/B/preprocessing,0.100000,0.000000,91,91,91,91,91,91,91,91,91,91,91,2,0,49,69.96749999999707,48.99769999999393,90.93730000000022,108.0
1704192492,16,,Aggregated,3.000000,0.000000,50,55,58,88,91,95,97,97,97,97,97,50,0,50,63.45690599999933,42.20289999999949,119.79640000000202,131.9
1704192493,17,GET,/,0.100000,0.000000,42,42,42,42,42,42,42,42,42,42,42,1,0,42.20289999999949,42.20289999999949,42.20289999999949,42.20289999999949,274.0
1704192493,17,POST,/prediction_category,0.400000,0.000000,51,51,51,52,52,52,52,52,52,52,52,6,0,51,57.5491166666661,48.62089999999952,92.53220000000084,120.16666666666667
